exhibit,file_number,exhibit_type,court_clause_length,file_name,period,filling_date,fiscal_year_end,address_business,irs_number,filename,sic,company_name,law_clause_length,film_number,filesize,public_document_count,accession_number,file_url,act,company_cik
S-4,333-66552,EX-10.7,0,a2055520zex-10_7.txt,,8/2/2001,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 6054832676,460460790,1156174..000091205701526262..a2055520zex-10_7.txt,NA,LAKE AREA ETHANOL INC,76,1695926,85528,21,0000912057-01-526262,https://www.sec.gov/Archives/edgar/data/1156174/000091205701526262/a2055520zex-10_7.txt,33,1156174
S-4,333-66552,EX-10.8,0,a2055520zex-10_8.txt,,8/2/2001,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 6054832676,460460790,1156174..000091205701526262..a2055520zex-10_8.txt,NA,LAKE AREA ETHANOL INC,76,1695926,4957,21,0000912057-01-526262,https://www.sec.gov/Archives/edgar/data/1156174/000091205701526262/a2055520zex-10_8.txt,33,1156174
S-4,333-66552,EX-10.9,0,a2055520zex-10_9.txt,,8/2/2001,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 6054832676,460460790,1156174..000091205701526262..a2055520zex-10_9.txt,NA,LAKE AREA ETHANOL INC,46,1695926,9976,21,0000912057-01-526262,https://www.sec.gov/Archives/edgar/data/1156174/000091205701526262/a2055520zex-10_9.txt,33,1156174
10-Q,000-50254,EX-10.1,0,a04-5789_1ex10d1.htm,3/31/2004,5/17/2004,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 6054832676,460460790,1156174..000110465904014865..a04-5789_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,4813041,60065,6,0001104659-04-014865,https://www.sec.gov/Archives/edgar/data/1156174/000110465904014865/a04-5789_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a05-7953_1ex10d1.htm,3/31/2005,5/16/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905023787..a05-7953_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,5834144,19300,7,0001104659-05-023787,https://www.sec.gov/Archives/edgar/data/1156174/000110465905023787/a05-7953_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a05-7953_1ex10d2.htm,3/31/2005,5/16/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905023787..a05-7953_1ex10d2.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,5834144,22214,7,0001104659-05-023787,https://www.sec.gov/Archives/edgar/data/1156174/000110465905023787/a05-7953_1ex10d2.htm,34,1156174
10-Q,000-50254,EX-10.1,73,a05-18003_1ex10d1.htm,9/30/2005,11/14/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905055544..a05-18003_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,73,51202634,60223,8,0001104659-05-055544,https://www.sec.gov/Archives/edgar/data/1156174/000110465905055544/a05-18003_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.2,52,a05-18003_1ex10d2.htm,9/30/2005,11/14/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905055544..a05-18003_1ex10d2.htm,2860,LAKE AREA CORN PROCESSORS LLC,52,51202634,66047,8,0001104659-05-055544,https://www.sec.gov/Archives/edgar/data/1156174/000110465905055544/a05-18003_1ex10d2.htm,34,1156174
10-Q,000-50254,EX-10.3,183,a05-18003_1ex10d3.htm,9/30/2005,11/14/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905055544..a05-18003_1ex10d3.htm,2860,LAKE AREA CORN PROCESSORS LLC,183,51202634,55863,8,0001104659-05-055544,https://www.sec.gov/Archives/edgar/data/1156174/000110465905055544/a05-18003_1ex10d3.htm,34,1156174
8-K,000-50254,EX-10.1,81,a05-21189_1ex10d1.htm,11/28/2005,12/2/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905058881..a05-21189_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,19,51241500,45952,4,0001104659-05-058881,https://www.sec.gov/Archives/edgar/data/1156174/000110465905058881/a05-21189_1ex10d1.htm,34,1156174
8-K,000-50254,EX-10.2,0,a05-21189_1ex10d2.htm,11/28/2005,12/2/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905058881..a05-21189_1ex10d2.htm,2860,LAKE AREA CORN PROCESSORS LLC,19,51241500,88804,4,0001104659-05-058881,https://www.sec.gov/Archives/edgar/data/1156174/000110465905058881/a05-21189_1ex10d2.htm,34,1156174
8-K,000-50254,EX-10.3,0,a05-21189_1ex10d3.htm,11/28/2005,12/2/2005,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465905058881..a05-21189_1ex10d3.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,51241500,119629,4,0001104659-05-058881,https://www.sec.gov/Archives/edgar/data/1156174/000110465905058881/a05-21189_1ex10d3.htm,34,1156174
10-K,000-50254,EX-10.9,0,a06-2045_1ex10d9.htm,12/31/2005,3/30/2006,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465906020540..a06-2045_1ex10d9.htm,2860,LAKE AREA CORN PROCESSORS LLC,21,6722120,57289,7,0001104659-06-020540,https://www.sec.gov/Archives/edgar/data/1156174/000110465906020540/a06-2045_1ex10d9.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a06-9303_1ex10d1.htm,3/31/2006,5/15/2006,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465906034937..a06-9303_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,77,6840129,66724,6,0001104659-06-034937,https://www.sec.gov/Archives/edgar/data/1156174/000110465906034937/a06-9303_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a06-15233_1ex10d1.htm,6/30/2006,8/14/2006,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465906054739..a06-15233_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,61030211,70540,7,0001104659-06-054739,https://www.sec.gov/Archives/edgar/data/1156174/000110465906054739/a06-15233_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a06-15233_1ex10d2.htm,6/30/2006,8/14/2006,NA,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465906054739..a06-15233_1ex10d2.htm,2860,LAKE AREA CORN PROCESSORS LLC,75,61030211,42443,7,0001104659-06-054739,https://www.sec.gov/Archives/edgar/data/1156174/000110465906054739/a06-15233_1ex10d2.htm,34,1156174
10-K,000-50254,EX-10.1,0,a07-5578_1ex10d1.htm,12/31/2006,3/30/2007,1231,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465907024191..a07-5578_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,7732532,19509,8,0001104659-07-024191,https://www.sec.gov/Archives/edgar/data/1156174/000110465907024191/a07-5578_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a07-18786_1ex10d1.htm,6/30/2007,8/14/2007,1231,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465907062376..a07-18786_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,28,71054149,25649,7,0001104659-07-062376,https://www.sec.gov/Archives/edgar/data/1156174/000110465907062376/a07-18786_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a07-18786_1ex10d2.htm,6/30/2007,8/14/2007,1231,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465907062376..a07-18786_1ex10d2.htm,2860,LAKE AREA CORN PROCESSORS LLC,25,71054149,65707,7,0001104659-07-062376,https://www.sec.gov/Archives/edgar/data/1156174/000110465907062376/a07-18786_1ex10d2.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a08-18643_1ex10d1.htm,6/30/2008,8/14/2008,1231,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465908052868..a08-18643_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,28,81016658,110886,6,0001104659-08-052868,https://www.sec.gov/Archives/edgar/data/1156174/000110465908052868/a08-18643_1ex10d1.htm,34,1156174
10-K,000-50254,EX-10.15,0,a09-1382_1ex10d15.htm,12/31/2008,3/31/2009,1231,46269 SD HIGHWAY 34 PO BOX 100 WENTWORTH SD 57075 605-483-2676,460460790,1156174..000110465909021684..a09-1382_1ex10d15.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,9718050,18702,11,0001104659-09-021684,https://www.sec.gov/Archives/edgar/data/1156174/000110465909021684/a09-1382_1ex10d15.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a09-11055_1ex10d1.htm,3/31/2009,5/15/2009,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000110465909032982..a09-11055_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,21,9832760,53564,6,0001104659-09-032982,https://www.sec.gov/Archives/edgar/data/1156174/000110465909032982/a09-11055_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a09-18470_1ex10d1.htm,6/30/2009,8/12/2009,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000110465909049218..a09-18470_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,47,91006502,187917,7,0001104659-09-049218,https://www.sec.gov/Archives/edgar/data/1156174/000110465909049218/a09-18470_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a09-18470_1ex10d2.htm,6/30/2009,8/12/2009,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000110465909049218..a09-18470_1ex10d2.htm,2860,LAKE AREA CORN PROCESSORS LLC,28,91006502,127305,7,0001104659-09-049218,https://www.sec.gov/Archives/edgar/data/1156174/000110465909049218/a09-18470_1ex10d2.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a10-12656_1ex10d1.htm,6/30/2010,8/13/2010,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000110465910044370..a10-12656_1ex10d1.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,101015251,45599,8,0001104659-10-044370,https://www.sec.gov/Archives/edgar/data/1156174/000110465910044370/a10-12656_1ex10d1.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a10-12656_1ex10d2.htm,6/30/2010,8/13/2010,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000110465910044370..a10-12656_1ex10d2.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,101015251,19258,8,0001104659-10-044370,https://www.sec.gov/Archives/edgar/data/1156174/000110465910044370/a10-12656_1ex10d2.htm,34,1156174
10-Q,000-50254,EX-10.3,0,a10-12656_1ex10d3.htm,6/30/2010,8/13/2010,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000110465910044370..a10-12656_1ex10d3.htm,2860,LAKE AREA CORN PROCESSORS LLC,75,101015251,24848,8,0001104659-10-044370,https://www.sec.gov/Archives/edgar/data/1156174/000110465910044370/a10-12656_1ex10d3.htm,34,1156174
10-K,000-50254,EX-10.22,0,exhibit1022rpmgagreement.htm,12/31/2010,3/30/2011,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617411000002..exhibit1022rpmgagreement.htm,2860,LAKE AREA CORN PROCESSORS LLC,25,11721842,82747,13,0001156174-11-000002,https://www.sec.gov/Archives/edgar/data/1156174/000115617411000002/exhibit1022rpmgagreement.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a101secondamendmentoffirst.htm,6/30/2011,8/11/2011,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617411000019..a101secondamendmentoffirst.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,111027347,67592,14,0001156174-11-000019,https://www.sec.gov/Archives/edgar/data/1156174/000115617411000019/a101secondamendmentoffirst.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a102-firstamendedandrestat.htm,6/30/2011,8/11/2011,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617411000019..a102-firstamendedandrestat.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,111027347,11127,14,0001156174-11-000019,https://www.sec.gov/Archives/edgar/data/1156174/000115617411000019/a102-firstamendedandrestat.htm,34,1156174
10-Q,000-50254,EX-10.3,0,a103-firstamendedandrestat.htm,6/30/2011,8/11/2011,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617411000019..a103-firstamendedandrestat.htm,2860,LAKE AREA CORN PROCESSORS LLC,73,111027347,12173,14,0001156174-11-000019,https://www.sec.gov/Archives/edgar/data/1156174/000115617411000019/a103-firstamendedandrestat.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a101-thirdamendmentoffirst.htm,3/31/2012,5/14/2012,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617412000010..a101-thirdamendmentoffirst.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,12837997,41545,14,0001156174-12-000010,https://www.sec.gov/Archives/edgar/data/1156174/000115617412000010/a101-thirdamendmentoffirst.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a102-secondamendedandresta.htm,3/31/2012,5/14/2012,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617412000010..a102-secondamendedandresta.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,12837997,13329,14,0001156174-12-000010,https://www.sec.gov/Archives/edgar/data/1156174/000115617412000010/a102-secondamendedandresta.htm,34,1156174
10-Q,000-50254,EX-10.3,0,a103-secondamendedandresta.htm,3/31/2012,5/14/2012,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617412000010..a103-secondamendedandresta.htm,2860,LAKE AREA CORN PROCESSORS LLC,73,12837997,13990,14,0001156174-12-000010,https://www.sec.gov/Archives/edgar/data/1156174/000115617412000010/a103-secondamendedandresta.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a101-rpmgamendedrestatedma.htm,9/30/2012,11/13/2012,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617412000017..a101-rpmgamendedrestatedma.htm,2860,LAKE AREA CORN PROCESSORS LLC,25,121198282,91695,12,0001156174-12-000017,https://www.sec.gov/Archives/edgar/data/1156174/000115617412000017/a101-rpmgamendedrestatedma.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a101-4thamendmentoffirstam.htm,3/31/2013,5/13/2013,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617413000009..a101-4thamendmentoffirstam.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,13837247,19969,13,0001156174-13-000009,https://www.sec.gov/Archives/edgar/data/1156174/000115617413000009/a101-4thamendmentoffirstam.htm,34,1156174
10-Q,000-50254,EX-10.2,0,a102-thirdamendedpromissor.htm,3/31/2013,5/13/2013,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617413000009..a102-thirdamendedpromissor.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,13837247,11383,13,0001156174-13-000009,https://www.sec.gov/Archives/edgar/data/1156174/000115617413000009/a102-thirdamendedpromissor.htm,34,1156174
10-Q,000-50254,EX-10.1,211,a101-creditagreement.htm,6/30/2013,8/13/2013,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617413000014..a101-creditagreement.htm,2860,LAKE AREA CORN PROCESSORS LLC,64,131033055,210539,12,0001156174-13-000014,https://www.sec.gov/Archives/edgar/data/1156174/000115617413000014/a101-creditagreement.htm,34,1156174
10-K,000-50254,EX-10.22,0,a1022-firstamendmenttocred.htm,12/31/2013,2/27/2014,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617414000002..a1022-firstamendmenttocred.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,14648762,31382,15,0001156174-14-000002,https://www.sec.gov/Archives/edgar/data/1156174/000115617414000002/a1022-firstamendmenttocred.htm,34,1156174
10-K,000-50254,EX-10.24,0,exhibit10242015waterpurcha.htm,12/31/2014,2/26/2015,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617415000003..exhibit10242015waterpurcha.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,15653388,4062,20,0001156174-15-000003,https://www.sec.gov/Archives/edgar/data/1156174/000115617415000003/exhibit10242015waterpurcha.htm,34,1156174
10-Q,000-50254,EX-10.1,0,a101thirdamendedmenttocred.htm,3/31/2015,5/14/2015,1231,"DAKOTA ETHANOL, LLC 46269 SD HIGHWAY 34 WENTWORTH SD 57075 605-483-2676",460460790,1156174..000115617415000009..a101thirdamendedmenttocred.htm,2860,LAKE AREA CORN PROCESSORS LLC,0,15863231,25467,13,0001156174-15-000009,https://www.sec.gov/Archives/edgar/data/1156174/000115617415000009/a101thirdamendedmenttocred.htm,34,1156174
